time,IP,userId,userNick,comment,processComment,jieba,score,SnowNLP,SenticNet,IntegratedSentiment
1683216000,山东,d61fba35-fe55-4d9b-864f-4bffb9a9b0d8,同程会员_4C6CDF07DCC,五一假期去的，人超级多，景区很大，全程走路超累，我们好在提前订了套票，还是很划算的，如果行程紧，索道往返，可以省下不少时间，也不会很累。可以订一级索道周边的民宿（民宿很多，都不错，凭心意选择就好啦），这样能早点上山或者太累了下山休息，次日再走也不错。十里画屏景色很好，心旷神怡。游玩路线是单行线，逛完一圈儿，累了可以坐滑道下来，再坐索道。可以自带食物上山，山上有服务区休息，也可以景区购买，挺方便的。索道最好早点儿排队，不然要等好久。山上温差大，需要注意下。,五一假期去的人超级多景区很大全程走路超累我们好在提前订了套票还是很划算的如果行程紧索道往返可以省下不少时间也不会很累可以订一级索道周边的民宿民宿很多都不错凭心意选择就好啦这样能早点上山或者太累了下山休息次日再走也不错十里画屏景色很好心旷神怡游玩路线是单行线逛完一圈儿累了可以坐滑道下来再坐索道可以自带食物上山山上有服务区休息也可以景区购买挺方便的索道最好早点儿排队不然要等好久山上温差大需要注意下,五一 假期 超级 景区 很大 全程 走路 超累 提前 订 套票 划算 行程 紧 索道 往返 省下 不少 时间 很累 订 一级 索道 周边 民宿 民宿 很多 不错 心意 选择 早点 上山 太累 下山 休息 次日 走 不错 十里 画屏 景色 很好 心旷神怡 游玩 路线 单行线 逛 完 一圈 儿累 坐 滑道 下来 坐 索道 自带 食物 上山 山上 服务区 休息 景区 购买 挺 方便 索道 最好 早点儿 排队 好久 山上 温差 需要 注意,10,0.9999986294524913,0.26592,0.9265915888357474
1673107200,河南,1d347bc8-8db3-4c27-9a5a-e90158164188,同程会员_8A3F60D9E3B,选择在2023年元旦去的，人特别多，刚好赶上老君山下雪，风景很美，值得推荐的地方。,选择在年元旦去的人特别多刚好赶上老君山下雪风景很美值得推荐的地方,选择 年 元旦 特别 刚好 赶上 老君山 下雪 风景 美 值得 推荐 地方,10,0.9992413870253725,0.24549999999999994,0.9243224161076118
1713801600,未知,8aced606-12c1-41cc-b0df-b89b98560b51,同程会员_41F2EA44CCA,景色真的超美，超好看！而且步道比较平缓，真的不咋累，可以欣赏美景。导游小李也很细心，各个事项都说的很详细，点赞！,景色真的超美超好看而且步道比较平缓真的不咋累可以欣赏美景导游小李也很细心各个事项都说的很详细点赞,景色 真的 超美超 好看 步 道 比较 平缓 真的 累 欣赏 美景 导游 李 细心 事项 详细 点赞,10,0.999998903907504,0.7361666666666666,0.9736163378389179
1695916800,河南,0352896f-28f4-44e6-ad57-d293e0ae7cfb,哒哒418,千万千万不要雨天上山，昨天和明天有雨的也不要上山，否则山上是雾是云海，全看运气，大概率是雾。天气预报是阴转小雨，我们11点半上山，没有坐二道索道，3点要到山顶时就开始起雾，到了十里画屏开始下雨，雾曾短时间（10分钟左右）散过，但很快又起雾。到云顶天宫时，又是雨又是雾，啥也看不了，我们很快就下山了。下图是雾短时散去时拍的。,千万千万不要雨天上山昨天和明天有雨的也不要上山否则山上是雾是云海全看运气大概率是雾天气预报是阴转小雨我们点半上山没有坐二道索道点要到山顶时就开始起雾到了十里画屏开始下雨雾曾短时间分钟左右散过但很快又起雾到云顶天宫时又是雨又是雾啥也看不了我们很快就下山了下图是雾短时散去时拍的,千万千万 不要 雨天 上山 昨天 明天 有雨 不要 上山 山上 雾 云海 全 看运气 概率 雾 天气预报 阴转 小雨 点半 上山 坐 二道 索道 点要 山顶 时 起雾 十里 画屏 雨雾 短时间 分钟 左右 散过 很快 起雾 云顶 天宫 时 雨 雾 不了 很快 下山 下图 雾 短时 散去 时 拍,6,0.9982325605152291,-0.38799999999999996,0.6606697681545688
1681574400,河南,d33e1d49-09c6-4168-9b07-5601229dbf6d,Justin_Tsui,人太多，人太多，人太多。错峰出行，全部都是人挤人，体验感不好。坐第一段索道需要排队1个多小时，坐第二段索道需要排队40分钟。目前树木都是枯枝烂叶，没有绿意盎然的生机，风景和拍照都一般般啦！金殿还在装修中！,人太多人太多人太多错峰出行全部都是人挤人体验感不好坐第一段索道需要排队个多小时坐第二段索道需要排队分钟目前树木都是枯枝烂叶没有绿意盎然的生机风景和拍照都一般般啦金殿还在装修中,人太多 人太多 人太多 错峰 出行 全部都是 人挤 体验 感 不好 坐 第一段 索道 需要 排队 小时 坐 第二段 索道 需要 排队 分钟 目前 树木 枯枝 烂叶 绿意盎然 生机 风景 拍照 一般般 金殿 装修 中,6,0.04194052169652307,0.5844285714285714,0.47102501365181404
1687536000,河南,c1e9ba35-d4b5-4f29-b659-4673be134d77,同程会员_F27D65DD6C8,缆车玻璃随时擦，很透亮，坐在里面拍照不受影响。坐了两道缆车，从十里画屏往上步行，一路景色很美很仙，登项也不是很累。就是山上播放的现代音乐感觉不太好，如果播放古典道教的轻音乐会更有意境。山下气温30多度，但山上很凉快，中午12点多都感觉不到热。,缆车玻璃随时擦很透亮坐在里面拍照不受影响坐了两道缆车从十里画屏往上步行一路景色很美很仙登项也不是很累就是山上播放的现代音乐感觉不太好如果播放古典道教的轻音乐会更有意境山下气温多度但山上很凉快中午点多都感觉不到热,缆车 玻璃 擦 透亮 坐在 里面 拍照 受 影响 坐 两道 缆车 十里 画屏 步行 一路 景色 很美 仙 登项 很累 山上 播放 现代 音乐 感觉 不太好 播放 古典 道教 轻 音乐会 更 意境 山下 气温 多度 山上 凉快 中午 点多 感觉 不到 热,10,0.9999983741604909,0.08688888888888888,0.9086884011370362
1713456000,江西,33af3ea7-1a66-4d43-b645-ee2e175a84f3,同程会员_E1B83E48EAE,孔导游认真负责有经验，能够为游客着想，根据游客情况及时调整集合时间，关注赶高铁的游客怕赶不上火车,孔导游认真负责有经验能够为游客着想根据游客情况及时调整集合时间关注赶高铁的游客怕赶不上火车,孔 导游 认真负责 经验 能够 游客 着想 游客 情况 及时 调整 集合时间 关注 高铁 游客 怕 赶不上 火车,10,0.18425201054044793,-0.10111111111111114,0.6451644920510233
1716048000,陕西,4d993977-15bd-4761-9ea4-be04b187f72d,同程会员_99E34778E07,商业味太浓满满的套路！环境也不如三清山好！,商业味太浓满满的套路环境也不如三清山好,商业 味 太 浓 满满的 套路 环境 三清山,6,0.06480710027509706,0.636,0.48304213008252916
1674662400,河南,4f236d5b-59ed-484d-817f-2ed24cfd79e8,同程会员_A7ECEDABF2E,总体满意，虽然是春节假期，我们冒着人满为患的风险，按照自己的时间规划完美错过人流高峰，顺利入园，一二级索道上行以及一级索道下行都在十分钟内完成，效率很高。二级索道下行时排队人多，果断步行下山到一级索道。整个游玩儿过程顺利通畅。景区管理比较规范，工作人员很多，都会认真热情地解答问题，面对巨大的客流，景区比较干净，这背后一定有更多的工作人员放弃节日休息，致敬。山下是冬天的正常温度，今天最高4度；一级索道到达中天门后，温度骤降，风也大起来，到达金顶后更冷了，风也更大。天气转暖前来玩一定多穿衣服，必备帽子、手套。春节期间完美的旅行，再见了栾川，再见老君山。,总体满意虽然是春节假期我们冒着人满为患的风险按照自己的时间规划完美错过人流高峰顺利入园一二级索道上行以及一级索道下行都在十分钟内完成效率很高二级索道下行时排队人多果断步行下山到一级索道整个游玩儿过程顺利通畅景区管理比较规范工作人员很多都会认真热情地解答问题面对巨大的客流景区比较干净这背后一定有更多的工作人员放弃节日休息致敬山下是冬天的正常温度今天最高度一级索道到达中天门后温度骤降风也大起来到达金顶后更冷了风也更大天气转暖前来玩一定多穿衣服必备帽子手套春节期间完美的旅行再见了栾川再见老君山,总体 满意 春节假期 人满为患 风险 时间 规划 完美 错过 人流 高峰 顺利 入园 二级 索道 上行 一级 索道 下行 十分钟 完成 效率 高 二级 索道 下行 时 排队 人多 果断 步行 下山 一级 索道 整个 游玩 过程 顺利 通畅 景区 管理 比较 规范 工作人员 很多 会 认真 热情 解答 问题 面对 巨大 客流 景区 比较 干净 背后 一定 更 工作人员 放弃 节日 休息 致敬 山下 冬天 正常 温度 今天 高度 一级 索道 到达 中 天门 温度 骤降 风 起来 到达 金顶 更 冷 风 更 天气 转暖 前来 玩 一定 穿衣服 必备 帽子 手套 春节 期间 完美 旅行 再见 栾川 再见 老君山,10,0.9999988291367128,0.3664444444444444,0.9366440931854583
1691769600,河南,0dda830d-5974-4314-84a4-a16008b804a2,热心市民小王,风景很好，套餐也很划算，比分开买便宜的多,风景很好套餐也很划算比分开买便宜的多,风景 很好 套餐 划算 分开 买 便宜,10,0.9912934841743025,-0.764,0.8209880452522907
